filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
image0.jpg,1582963,"{}",4,0,"{""name"":""rect"",""x"":2563,""y"":877,""width"":30,""height"":81}","{""Types"":""REye""}"
image0.jpg,1582963,"{}",4,1,"{""name"":""rect"",""x"":2094,""y"":930,""width"":88,""height"":113}","{""Types"":""LEye""}"
image0.jpg,1582963,"{}",4,2,"{""name"":""rect"",""x"":2366,""y"":1471,""width"":249,""height"":139}","{""Types"":""Muzzle""}"
image0.jpg,1582963,"{}",4,3,"{""name"":""rect"",""x"":2202,""y"":617,""width"":244,""height"":78}","{""Types"":""Forehead""}"
image15.jpg,1495118,"{}",4,0,"{""name"":""rect"",""x"":2449,""y"":1076,""width"":43,""height"":111}","{""Types"":""REye""}"
image15.jpg,1495118,"{}",4,1,"{""name"":""rect"",""x"":1983,""y"":1124,""width"":68,""height"":101}","{""Types"":""LEye""}"
image15.jpg,1495118,"{}",4,2,"{""name"":""rect"",""x"":2167,""y"":1668,""width"":254,""height"":88}","{""Types"":""Muzzle""}"
image15.jpg,1495118,"{}",4,3,"{""name"":""rect"",""x"":2117,""y"":741,""width"":219,""height"":71}","{""Types"":""Forehead""}"
image70.jpg,1659076,"{}",3,0,"{""name"":""rect"",""x"":1666,""y"":859,""width"":134,""height"":73}","{""Types"":""Forehead""}"
image70.jpg,1659076,"{}",3,1,"{""name"":""rect"",""x"":1540,""y"":1764,""width"":232,""height"":136}","{""Types"":""Muzzle""}"
image70.jpg,1659076,"{}",3,2,"{""name"":""rect"",""x"":1920,""y"":1159,""width"":103,""height"":126}","{""Types"":""REye""}"
image133.jpg,1657759,"{}",3,0,"{""name"":""rect"",""x"":1670,""y"":744,""width"":151,""height"":43}","{""Types"":""Forehead""}"
image133.jpg,1657759,"{}",3,1,"{""name"":""rect"",""x"":1479,""y"":1645,""width"":209,""height"":159}","{""Types"":""Muzzle""}"
image133.jpg,1657759,"{}",3,2,"{""name"":""rect"",""x"":1892,""y"":1071,""width"":113,""height"":126}","{""Types"":""REye""}"
image276.jpg,1719292,"{}",3,0,"{""name"":""rect"",""x"":1693,""y"":801,""width"":179,""height"":86}","{""Types"":""REye""}"
image276.jpg,1719292,"{}",3,1,"{""name"":""rect"",""x"":1260,""y"":1179,""width"":93,""height"":164}","{""Types"":""Muzzle""}"
image276.jpg,1719292,"{}",3,2,"{""name"":""rect"",""x"":1633,""y"":590,""width"":88,""height"":66}","{""Types"":""Forehead""}"
image387.jpg,1634332,"{}",4,0,"{""name"":""rect"",""x"":1658,""y"":648,""width"":53,""height"":111}","{""Types"":""FLEye""}"
image387.jpg,1634332,"{}",4,1,"{""name"":""rect"",""x"":2091,""y"":655,""width"":121,""height"":108}","{""Types"":""REye""}"
image387.jpg,1634332,"{}",4,2,"{""name"":""rect"",""x"":1585,""y"":1177,""width"":262,""height"":209}","{""Types"":""Muzzle""}"
image387.jpg,1634332,"{}",4,3,"{""name"":""rect"",""x"":1875,""y"":363,""width"":194,""height"":88}","{""Types"":""Forehead""}"
image401.jpg,1648372,"{}",4,0,"{""name"":""rect"",""x"":1776,""y"":549,""width"":60,""height"":113}","{""Types"":""Muzzle""}"
image401.jpg,1648372,"{}",4,1,"{""name"":""rect"",""x"":2273,""y"":602,""width"":78,""height"":111}","{""Types"":""REye""}"
image401.jpg,1648372,"{}",4,2,"{""name"":""rect"",""x"":1781,""y"":1094,""width"":297,""height"":204}","{""Types"":""Muzzle""}"
image401.jpg,1648372,"{}",4,3,"{""name"":""rect"",""x"":2003,""y"":312,""width"":197,""height"":73}","{""Types"":""Forehead""}"
image404.jpg,1695015,"{}",4,0,"{""name"":""rect"",""x"":1819,""y"":549,""width"":53,""height"":108}","{""Types"":""LEye""}"
image404.jpg,1695015,"{}",4,1,"{""name"":""rect"",""x"":2295,""y"":607,""width"":83,""height"":91}","{""Types"":""REye""}"
image404.jpg,1695015,"{}",4,2,"{""name"":""rect"",""x"":1844,""y"":1091,""width"":270,""height"":194}","{""Types"":""Muzzle""}"
image404.jpg,1695015,"{}",4,3,"{""name"":""rect"",""x"":2049,""y"":320,""width"":202,""height"":83}","{""Types"":""Forehead""}"
image430.jpg,1598821,"{}",4,0,"{""name"":""rect"",""x"":1842,""y"":917,""width"":66,""height"":116}","{""Types"":""LEye""}"
image430.jpg,1598821,"{}",4,1,"{""name"":""rect"",""x"":2316,""y"":940,""width"":68,""height"":113}","{""Types"":""REye""}"
image430.jpg,1598821,"{}",4,2,"{""name"":""rect"",""x"":1978,""y"":1550,""width"":260,""height"":129}","{""Types"":""Muzzle""}"
image430.jpg,1598821,"{}",4,3,"{""name"":""rect"",""x"":2013,""y"":602,""width"":219,""height"":81}","{""Types"":""Forehead""}"
image449.jpg,1622251,"{}",4,0,"{""name"":""rect"",""x"":2288,""y"":1063,""width"":58,""height"":116}","{""Types"":""REye""}"
image449.jpg,1622251,"{}",4,1,"{""name"":""rect"",""x"":1827,""y"":1066,""width"":60,""height"":108}","{""Types"":""LEye""}"
image449.jpg,1622251,"{}",4,2,"{""name"":""rect"",""x"":1991,""y"":1663,""width"":249,""height"":123}","{""Types"":""Muzzle""}"
image449.jpg,1622251,"{}",4,3,"{""name"":""rect"",""x"":1991,""y"":776,""width"":199,""height"":60}","{""Types"":""Forehead""}"
image480.jpg,1643682,"{}",4,0,"{""name"":""rect"",""x"":2230,""y"":1076,""width"":50,""height"":108}","{""Types"":""REye""}"
image480.jpg,1643682,"{}",4,1,"{""name"":""rect"",""x"":1766,""y"":1094,""width"":68,""height"":118}","{""Types"":""LEye""}"
image480.jpg,1643682,"{}",4,2,"{""name"":""rect"",""x"":1953,""y"":1688,""width"":257,""height"":129}","{""Types"":""Muzzle""}"
image480.jpg,1643682,"{}",4,3,"{""name"":""rect"",""x"":1912,""y"":753,""width"":204,""height"":55}","{""Types"":""Forehead""}"
image497.jpg,1656045,"{}",4,0,"{""name"":""rect"",""x"":1865,""y"":769,""width"":219,""height"":38}","{""Types"":""Forehead""}"
image497.jpg,1656045,"{}",4,1,"{""name"":""rect"",""x"":1723,""y"":1078,""width"":68,""height"":118}","{""Types"":""LEye""}"
image497.jpg,1656045,"{}",4,2,"{""name"":""rect"",""x"":2190,""y"":1066,""width"":60,""height"":98}","{""Types"":""REye""}"
image497.jpg,1656045,"{}",4,3,"{""name"":""rect"",""x"":1905,""y"":1668,""width"":249,""height"":129}","{""Types"":""Muzzle""}"
image547.jpg,1619587,"{}",4,0,"{""name"":""rect"",""x"":1608,""y"":1066,""width"":63,""height"":96}","{""Types"":""LEye""}"
image547.jpg,1619587,"{}",4,1,"{""name"":""rect"",""x"":2076,""y"":1038,""width"":48,""height"":96}","{""Types"":""REye""}"
image547.jpg,1619587,"{}",4,2,"{""name"":""rect"",""x"":1784,""y"":1645,""width"":257,""height"":126}","{""Types"":""Muzzle""}"
image547.jpg,1619587,"{}",4,3,"{""name"":""rect"",""x"":1751,""y"":726,""width"":232,""height"":40}","{""Types"":""Forehead""}"
image610.jpg,1662412,"{}",4,0,"{""name"":""rect"",""x"":1340,""y"":1096,""width"":66,""height"":108}","{""Types"":""FLEye""}"
image610.jpg,1662412,"{}",4,1,"{""name"":""rect"",""x"":1797,""y"":1104,""width"":81,""height"":118}","{""Types"":""REye""}"
image610.jpg,1662412,"{}",4,2,"{""name"":""rect"",""x"":1444,""y"":1734,""width"":260,""height"":111}","{""Types"":""Muzzle""}"
image610.jpg,1662412,"{}",4,3,"{""name"":""rect"",""x"":1507,""y"":769,""width"":207,""height"":50}","{""Types"":""Forehead""}"
image635.jpg,1675952,"{}",3,0,"{""name"":""rect"",""x"":1570,""y"":1184,""width"":93,""height"":113}","{""Types"":""REye""}"
image635.jpg,1675952,"{}",3,1,"{""name"":""rect"",""x"":1182,""y"":1771,""width"":204,""height"":111}","{""Types"":""Muzzle""}"
image635.jpg,1675952,"{}",3,2,"{""name"":""rect"",""x"":1353,""y"":801,""width"":146,""height"":58}","{""Types"":""Forehead""}"
image721.jpg,1525002,"{}",3,0,"{""name"":""rect"",""x"":1832,""y"":1131,""width"":86,""height"":126}","{""Types"":""REye""}"
image721.jpg,1525002,"{}",3,1,"{""name"":""rect"",""x"":1398,""y"":1842,""width"":287,""height"":149}","{""Types"":""Muzzle""}"
image721.jpg,1525002,"{}",3,2,"{""name"":""rect"",""x"":1419,""y"":821,""width"":134,""height"":58}","{""Types"":""Forehead""}"
image813.jpg,1672910,"{}",4,0,"{""name"":""rect"",""x"":1545,""y"":1058,""width"":101,""height"":139}","{""Types"":""LEye""}"
image813.jpg,1672910,"{}",4,1,"{""name"":""rect"",""x"":2144,""y"":1066,""width"":68,""height"":136}","{""Types"":""REye""}"
image813.jpg,1672910,"{}",4,2,"{""name"":""rect"",""x"":1696,""y"":1854,""width"":338,""height"":129}","{""Types"":""Muzzle""}"
image813.jpg,1672910,"{}",4,3,"{""name"":""rect"",""x"":1756,""y"":655,""width"":270,""height"":81}","{""Types"":""Forehead""}"
image964.jpg,1638623,"{}",4,0,"{""name"":""rect"",""x"":1723,""y"":983,""width"":63,""height"":101}","{""Types"":""LEye""}"
image964.jpg,1638623,"{}",4,1,"{""name"":""rect"",""x"":2177,""y"":942,""width"":58,""height"":129}","{""Types"":""REye""}"
