filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
image61.jpg,1498339,"{}",4,0,"{""name"":""rect"",""x"":1874,""y"":906,""width"":66,""height"":76}","{""Types"":""LEye""}"
image61.jpg,1498339,"{}",4,1,"{""name"":""rect"",""x"":2216,""y"":896,""width"":79,""height"":92}","{""Types"":""REye""}"
image61.jpg,1498339,"{}",4,2,"{""name"":""rect"",""x"":1936,""y"":1304,""width"":184,""height"":135}","{""Types"":""Muzzle""}"
image61.jpg,1498339,"{}",4,3,"{""name"":""rect"",""x"":2016,""y"":705,""width"":138,""height"":63}","{""Types"":""Forehead""}"
image177.jpg,1531548,"{}",4,0,"{""name"":""rect"",""x"":1801,""y"":945,""width"":72,""height"":66}","{""Types"":""LEye""}"
image177.jpg,1531548,"{}",4,1,"{""name"":""rect"",""x"":2160,""y"":902,""width"":96,""height"":82}","{""Types"":""REye""}"
image177.jpg,1531548,"{}",4,2,"{""name"":""rect"",""x"":1861,""y"":1301,""width"":211,""height"":158}","{""Types"":""Muzzle""}"
image177.jpg,1531548,"{}",4,3,"{""name"":""rect"",""x"":1943,""y"":718,""width"":138,""height"":69}","{""Types"":""Forehead""}"
image196.jpg,1585871,"{}",4,0,"{""name"":""rect"",""x"":1811,""y"":869,""width"":63,""height"":76}","{""Types"":""LEye""}"
image196.jpg,1585871,"{}",4,1,"{""name"":""rect"",""x"":2193,""y"":830,""width"":79,""height"":109}","{""Types"":""REye""}"
image196.jpg,1585871,"{}",4,2,"{""name"":""rect"",""x"":1880,""y"":1261,""width"":221,""height"":158}","{""Types"":""Muzzle""}"
image196.jpg,1585871,"{}",4,3,"{""name"":""rect"",""x"":1953,""y"":655,""width"":171,""height"":69}","{""Types"":""Forehead""}"
image269.jpg,1492557,"{}",4,0,"{""name"":""rect"",""x"":1762,""y"":764,""width"":53,""height"":86}","{""Types"":""LEye""}"
image269.jpg,1492557,"{}",4,1,"{""name"":""rect"",""x"":2127,""y"":731,""width"":109,""height"":122}","{""Types"":""REye""}"
image269.jpg,1492557,"{}",4,2,"{""name"":""rect"",""x"":1713,""y"":1107,""width"":250,""height"":181}","{""Types"":""Muzzle""}"
image269.jpg,1492557,"{}",4,3,"{""name"":""rect"",""x"":1946,""y"":573,""width"":151,""height"":66}","{""Types"":""Forehead""}"
image486.jpg,1520816,"{}",4,0,"{""name"":""rect"",""x"":1528,""y"":764,""width"":59,""height"":92}","{""Types"":""LEye""}"
image486.jpg,1520816,"{}",4,1,"{""name"":""rect"",""x"":1871,""y"":790,""width"":99,""height"":105}","{""Types"":""REye""}"
image486.jpg,1520816,"{}",4,2,"{""name"":""rect"",""x"":1561,""y"":1195,""width"":214,""height"":148}","{""Types"":""Muzzle""}"
image486.jpg,1520816,"{}",4,3,"{""name"":""rect"",""x"":1693,""y"":629,""width"":155,""height"":66}","{""Types"":""Forehead""}"
image512.jpg,1646050,"{}",4,0,"{""name"":""rect"",""x"":1597,""y"":804,""width"":69,""height"":89}","{""Types"":""LEye""}"
image512.jpg,1646050,"{}",4,1,"{""name"":""rect"",""x"":1943,""y"":807,""width"":79,""height"":96}","{""Types"":""REye""}"
image512.jpg,1646050,"{}",4,2,"{""name"":""rect"",""x"":1693,""y"":1202,""width"":221,""height"":148}","{""Types"":""Muzzle""}"
image512.jpg,1646050,"{}",4,3,"{""name"":""rect"",""x"":1749,""y"":645,""width"":151,""height"":69}","{""Types"":""Forehead""}"
image657.jpg,1588943,"{}",4,0,"{""name"":""rect"",""x"":1722,""y"":892,""width"":79,""height"":89}","{""Types"":""LEye""}"
image657.jpg,1588943,"{}",4,1,"{""name"":""rect"",""x"":2101,""y"":863,""width"":72,""height"":99}","{""Types"":""REye""}"
image657.jpg,1588943,"{}",4,2,"{""name"":""rect"",""x"":1871,""y"":1268,""width"":224,""height"":161}","{""Types"":""Muzzle""}"
image657.jpg,1588943,"{}",4,3,"{""name"":""rect"",""x"":1874,""y"":692,""width"":168,""height"":63}","{""Types"":""Forehead""}"
image880.jpg,1497135,"{}",4,0,"{""name"":""rect"",""x"":1528,""y"":1011,""width"":86,""height"":86}","{""Types"":""LEye""}"
image880.jpg,1497135,"{}",4,1,"{""name"":""rect"",""x"":1966,""y"":985,""width"":76,""height"":92}","{""Types"":""REye""}"
image880.jpg,1497135,"{}",4,2,"{""name"":""rect"",""x"":1670,""y"":1452,""width"":247,""height"":178}","{""Types"":""Muzzle""}"
image880.jpg,1497135,"{}",4,3,"{""name"":""rect"",""x"":1696,""y"":787,""width"":194,""height"":66}","{""Types"":""Forehead""}"
image915.jpg,1348215,"{}",4,0,"{""name"":""rect"",""x"":1680,""y"":912,""width"":63,""height"":82}","{""Types"":""LEye""}"
image915.jpg,1348215,"{}",4,1,"{""name"":""rect"",""x"":2088,""y"":952,""width"":82,""height"":99}","{""Types"":""REye""}"
image915.jpg,1348215,"{}",4,2,"{""name"":""rect"",""x"":1709,""y"":1400,""width"":247,""height"":175}","{""Types"":""Muzzle""}"
image915.jpg,1348215,"{}",4,3,"{""name"":""rect"",""x"":1838,""y"":757,""width"":165,""height"":69}","{""Types"":""Forehead""}"
image1111.jpg,1406481,"{}",4,0,"{""name"":""rect"",""x"":1607,""y"":909,""width"":56,""height"":76}","{""Types"":""FLEye""}"
image1111.jpg,1406481,"{}",4,1,"{""name"":""rect"",""x"":1983,""y"":942,""width"":109,""height"":109}","{""Types"":""REye""}"
image1111.jpg,1406481,"{}",4,2,"{""name"":""rect"",""x"":1495,""y"":1327,""width"":240,""height"":207}","{""Types"":""Muzzle""}"
image1111.jpg,1406481,"{}",4,3,"{""name"":""rect"",""x"":1831,""y"":688,""width"":171,""height"":66}","{""Types"":""Forehead""}"
image1171.jpg,1408744,"{}",4,0,"{""name"":""rect"",""x"":1554,""y"":892,""width"":66,""height"":105}","{""Types"":""FLEye""}"
image1171.jpg,1408744,"{}",4,1,"{""name"":""rect"",""x"":1956,""y"":876,""width"":92,""height"":109}","{""Types"":""REye""}"
image1171.jpg,1408744,"{}",4,2,"{""name"":""rect"",""x"":1535,""y"":1354,""width"":247,""height"":175}","{""Types"":""Muzzle""}"
image1171.jpg,1408744,"{}",4,3,"{""name"":""rect"",""x"":1739,""y"":678,""width"":161,""height"":69}","{""Types"":""Forehead""}"
