,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0,image35.jpg,1464774,{},3,0,"{""name"":""rect"",""x"":1506,""y"":1293,""width"":121,""height"":90}","{""Types"":""REye""}"
1,image35.jpg,1464774,{},3,1,"{""name"":""rect"",""x"":1396,""y"":1598,""width"":132,""height"":108}","{""Types"":""Muzzle""}"
2,image35.jpg,1464774,{},3,2,"{""name"":""rect"",""x"":1412,""y"":1179,""width"":42,""height"":70}","{""Types"":""Forehead""}"
31,image495.jpg,1573220,{},3,0,"{""name"":""rect"",""x"":1301,""y"":553,""width"":151,""height"":102}","{""Types"":""REye""}"
32,image495.jpg,1573220,{},3,1,"{""name"":""rect"",""x"":863,""y"":840,""width"":112,""height"":175}","{""Types"":""Muzzle""}"
33,image495.jpg,1573220,{},3,2,"{""name"":""rect"",""x"":1291,""y"":405,""width"":66,""height"":66}","{""Types"":""Forehead""}"
34,image651.jpg,1420214,{},3,0,"{""name"":""rect"",""x"":935,""y"":728,""width"":99,""height"":82}","{""Types"":""REye""}"
35,image651.jpg,1420214,{},3,1,"{""name"":""rect"",""x"":659,""y"":978,""width"":79,""height"":125}","{""Types"":""Muzzle""}"
36,image651.jpg,1420214,{},3,2,"{""name"":""rect"",""x"":929,""y"":560,""width"":53,""height"":56}","{""Types"":""Forehead""}"
57,image1224.jpg,1602749,{},4,0,"{""name"":""rect"",""x"":1564,""y"":1047,""width"":86,""height"":102}","{""Types"":""LEye""}"
58,image1224.jpg,1602749,{},4,1,"{""name"":""rect"",""x"":2029,""y"":1034,""width"":99,""height"":96}","{""Types"":""REye""}"
59,image1224.jpg,1602749,{},4,2,"{""name"":""rect"",""x"":1696,""y"":1627,""width"":260,""height"":138}","{""Types"":""Muzzle""}"
60,image1224.jpg,1602749,{},4,3,"{""name"":""rect"",""x"":1759,""y"":744,""width"":178,""height"":79}","{""Types"":""Forehead""}"
61,image1275.jpg,1542535,{},4,0,"{""name"":""rect"",""x"":1643,""y"":958,""width"":92,""height"":105}","{""Types"":""LEye""}"
62,image1275.jpg,1542535,{},4,1,"{""name"":""rect"",""x"":2127,""y"":942,""width"":96,""height"":99}","{""Types"":""REye""}"
63,image1275.jpg,1542535,{},4,2,"{""name"":""rect"",""x"":1798,""y"":1531,""width"":273,""height"":151}","{""Types"":""Muzzle""}"
64,image1275.jpg,1542535,{},4,3,"{""name"":""rect"",""x"":1824,""y"":695,""width"":191,""height"":79}","{""Types"":""Forehead""}"
65,image1623.jpg,1494283,{},4,0,"{""name"":""rect"",""x"":1739,""y"":356,""width"":89,""height"":96}","{""Types"":""LEye""}"
66,image1623.jpg,1494283,{},4,1,"{""name"":""rect"",""x"":2213,""y"":346,""width"":63,""height"":112}","{""Types"":""REye""}"
67,image1623.jpg,1494283,{},4,2,"{""name"":""rect"",""x"":1966,""y"":685,""width"":277,""height"":184}","{""Types"":""Muzzle""}"
68,image1623.jpg,1494283,{},4,3,"{""name"":""rect"",""x"":1936,""y"":227,""width"":132,""height"":66}","{""Types"":""Forehead""}"
73,image1685.jpg,1402787,{},3,0,"{""name"":""rect"",""x"":2187,""y"":445,""width"":128,""height"":99}","{""Types"":""LEye""}"
74,image1685.jpg,1402787,{},3,1,"{""name"":""rect"",""x"":2789,""y"":655,""width"":142,""height"":204}","{""Types"":""Muzzle""}"
75,image1685.jpg,1402787,{},3,2,"{""name"":""rect"",""x"":2213,""y"":290,""width"":112,""height"":56}","{""Types"":""Forehead""}"
76,image1695.jpg,1472794,{},3,0,"{""name"":""rect"",""x"":2213,""y"":461,""width"":135,""height"":105}","{""Types"":""LEye""}"
77,image1695.jpg,1472794,{},3,1,"{""name"":""rect"",""x"":2799,""y"":642,""width"":165,""height"":191}","{""Types"":""Muzzle""}"
78,image1695.jpg,1472794,{},3,2,"{""name"":""rect"",""x"":2229,""y"":303,""width"":112,""height"":49}","{""Types"":""Forehead""}"
79,image2216.jpg,1630780,{},3,0,"{""name"":""rect"",""x"":2812,""y"":866,""width"":119,""height"":76}","{""Types"":""LEye""}"
80,image2216.jpg,1630780,{},3,1,"{""name"":""rect"",""x"":3323,""y"":1064,""width"":128,""height"":151}","{""Types"":""Muzzle""}"
81,image2216.jpg,1630780,{},3,2,"{""name"":""rect"",""x"":2786,""y"":632,""width"":105,""height"":79}","{""Types"":""Forehead""}"
82,image2328.jpg,1776966,{},4,0,"{""name"":""rect"",""x"":2305,""y"":912,""width"":76,""height"":82}","{""Types"":""LEye""}"
83,image2328.jpg,1776966,{},4,1,"{""name"":""rect"",""x"":2658,""y"":906,""width"":72,""height"":92}","{""Types"":""REye""}"
84,image2328.jpg,1776966,{},4,2,"{""name"":""rect"",""x"":2519,""y"":1345,""width"":189,""height"":107}","{""Types"":""Muzzle""}"
85,image2328.jpg,1776966,{},4,3,"{""name"":""rect"",""x"":2450,""y"":721,""width"":142,""height"":66}","{""Types"":""Forehead""}"
86,image2365.jpg,1718446,{},4,0,"{""name"":""rect"",""x"":2309,""y"":869,""width"":76,""height"":86}","{""Types"":""LEye""}"
87,image2365.jpg,1718446,{},4,1,"{""name"":""rect"",""x"":2654,""y"":860,""width"":69,""height"":86}","{""Types"":""REye""}"
88,image2365.jpg,1718446,{},4,2,"{""name"":""rect"",""x"":2493,""y"":1288,""width"":184,""height"":112}","{""Types"":""Muzzle""}"
89,image2365.jpg,1718446,{},4,3,"{""name"":""rect"",""x"":2457,""y"":665,""width"":132,""height"":66}","{""Types"":""Forehead""}"
