,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0,image0.jpg,1514495,{},4,0,"{""name"":""rect"",""x"":1678,""y"":1251,""width"":106,""height"":140}","{""Types"":""LEye""}"
1,image0.jpg,1514495,{},4,1,"{""name"":""rect"",""x"":2162,""y"":1228,""width"":91,""height"":151}","{""Types"":""REye""}"
2,image0.jpg,1514495,{},4,2,"{""name"":""rect"",""x"":1860,""y"":1844,""width"":261,""height"":87}","{""Types"":""Muzzle""}"
3,image0.jpg,1514495,{},4,3,"{""name"":""rect"",""x"":1860,""y"":911,""width"":200,""height"":79}","{""Types"":""Forehead""}"
4,image35.jpg,1432021,{},4,0,"{""name"":""rect"",""x"":1705,""y"":472,""width"":79,""height"":181}","{""Types"":""LEye""}"
5,image35.jpg,1432021,{},4,1,"{""name"":""rect"",""x"":2253,""y"":548,""width"":110,""height"":163}","{""Types"":""REye""}"
6,image35.jpg,1432021,{},4,2,"{""name"":""rect"",""x"":1799,""y"":1183,""width"":299,""height"":189}","{""Types"":""Muzzle""}"
7,image35.jpg,1432021,{},4,3,"{""name"":""rect"",""x"":1939,""y"":117,""width"":238,""height"":110}","{""Types"":""Forehead""}"
8,image49.jpg,1555551,{},4,0,"{""name"":""rect"",""x"":1606,""y"":185,""width"":64,""height"":144}","{""Types"":""LEye""}"
9,image49.jpg,1555551,{},4,1,"{""name"":""rect"",""x"":2124,""y"":291,""width"":144,""height"":151}","{""Types"":""REye""}"
10,image49.jpg,1555551,{},4,2,"{""name"":""rect"",""x"":1576,""y"":809,""width"":314,""height"":238}","{""Types"":""Muzzle""}"
11,image49.jpg,1555551,{},4,3,"{""name"":""rect"",""x"":1924,""y"":8,""width"":189,""height"":57}","{""Types"":""Forehead""}"
12,image69.jpg,1521378,{},4,0,"{""name"":""rect"",""x"":1693,""y"":163,""width"":185,""height"":72}","{""Types"":""Forehead""}"
13,image69.jpg,1521378,{},4,1,"{""name"":""rect"",""x"":1463,""y"":472,""width"":68,""height"":151}","{""Types"":""LEye""}"
14,image69.jpg,1521378,{},4,2,"{""name"":""rect"",""x"":1950,""y"":484,""width"":121,""height"":193}","{""Types"":""REye""}"
15,image69.jpg,1521378,{},4,3,"{""name"":""rect"",""x"":1459,""y"":1130,""width"":306,""height"":204}","{""Types"":""Muzzle""}"
20,image107.jpg,1620689,{},3,0,"{""name"":""rect"",""x"":1414,""y"":529,""width"":178,""height"":125}","{""Types"":""REye""}"
21,image107.jpg,1620689,{},3,1,"{""name"":""rect"",""x"":903,""y"":1020,""width"":227,""height"":185}","{""Types"":""Muzzle""}"
22,image107.jpg,1620689,{},3,2,"{""name"":""rect"",""x"":1149,""y"":348,""width"":159,""height"":98}","{""Types"":""Forehead""}"
