,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0,image0.jpg,1629254,{},4,0,"{""name"":""rect"",""x"":2190,""y"":1123,""width"":82,""height"":109}","{""Types"":""LEye""}"
1,image0.jpg,1629254,{},4,1,"{""name"":""rect"",""x"":2668,""y"":1116,""width"":69,""height"":105}","{""Types"":""REye""}"
2,image0.jpg,1629254,{},4,2,"{""name"":""rect"",""x"":2345,""y"":1676,""width"":260,""height"":128}","{""Types"":""Muzzle""}"
3,image0.jpg,1629254,{},4,3,"{""name"":""rect"",""x"":2371,""y"":896,""width"":204,""height"":72}","{""Types"":""Forehead""}"
4,image77.jpg,1515285,{},4,0,"{""name"":""rect"",""x"":2075,""y"":1205,""width"":86,""height"":119}","{""Types"":""LEye""}"
5,image77.jpg,1515285,{},4,1,"{""name"":""rect"",""x"":2572,""y"":1212,""width"":69,""height"":109}","{""Types"":""REye""}"
6,image77.jpg,1515285,{},4,2,"{""name"":""rect"",""x"":2226,""y"":1798,""width"":287,""height"":151}","{""Types"":""Muzzle""}"
7,image77.jpg,1515285,{},4,3,"{""name"":""rect"",""x"":2246,""y"":948,""width"":240,""height"":72}","{""Types"":""Forehead""}"
8,image125.jpg,1497987,{},4,0,"{""name"":""rect"",""x"":1953,""y"":1212,""width"":76,""height"":99}","{""Types"":""LEye""}"
9,image125.jpg,1497987,{},4,1,"{""name"":""rect"",""x"":2440,""y"":1212,""width"":79,""height"":125}","{""Types"":""REye""}"
10,image125.jpg,1497987,{},4,2,"{""name"":""rect"",""x"":2052,""y"":1795,""width"":296,""height"":165}","{""Types"":""Muzzle""}"
11,image125.jpg,1497987,{},4,3,"{""name"":""rect"",""x"":2144,""y"":962,""width"":227,""height"":82}","{""Types"":""Forehead""}"
12,image164.jpg,1562314,{},3,0,"{""name"":""rect"",""x"":2101,""y"":1238,""width"":148,""height"":115}","{""Types"":""REye""}"
13,image164.jpg,1562314,{},3,1,"{""name"":""rect"",""x"":1703,""y"":1775,""width"":207,""height"":145}","{""Types"":""Muzzle""}"
14,image164.jpg,1562314,{},3,2,"{""name"":""rect"",""x"":1910,""y"":972,""width"":188,""height"":76}","{""Types"":""Forehead""}"
15,image268.jpg,1560065,{},3,0,"{""name"":""rect"",""x"":1456,""y"":1166,""width"":171,""height"":115}","{""Types"":""REye""}"
16,image268.jpg,1560065,{},3,1,"{""name"":""rect"",""x"":1087,""y"":1541,""width"":92,""height"":181}","{""Types"":""Muzzle""}"
17,image268.jpg,1560065,{},3,2,"{""name"":""rect"",""x"":1403,""y"":915,""width"":102,""height"":66}","{""Types"":""Forehead""}"
18,image907.jpg,1455026,{},4,0,"{""name"":""rect"",""x"":1419,""y"":487,""width"":102,""height"":119}","{""Types"":""LEye""}"
19,image907.jpg,1455026,{},4,1,"{""name"":""rect"",""x"":1940,""y"":379,""width"":76,""height"":138}","{""Types"":""REye""}"
20,image907.jpg,1455026,{},4,2,"{""name"":""rect"",""x"":1653,""y"":1001,""width"":326,""height"":191}","{""Types"":""Muzzle""}"
21,image907.jpg,1455026,{},4,3,"{""name"":""rect"",""x"":1564,""y"":178,""width"":234,""height"":82}","{""Types"":""Forehead""}"
22,image947.jpg,1415539,{},4,0,"{""name"":""rect"",""x"":1429,""y"":520,""width"":92,""height"":96}","{""Types"":""LEye""}"
23,image947.jpg,1415539,{},4,1,"{""name"":""rect"",""x"":1904,""y"":454,""width"":96,""height"":109}","{""Types"":""REye""}"
24,image947.jpg,1415539,{},4,2,"{""name"":""rect"",""x"":1594,""y"":998,""width"":296,""height"":165}","{""Types"":""Muzzle""}"
25,image947.jpg,1415539,{},4,3,"{""name"":""rect"",""x"":1587,""y"":247,""width"":221,""height"":72}","{""Types"":""Forehead""}"
26,image985.jpg,1608396,{},4,0,"{""name"":""rect"",""x"":1367,""y"":757,""width"":102,""height"":115}","{""Types"":""LEye""}"
27,image985.jpg,1608396,{},4,1,"{""name"":""rect"",""x"":1805,""y"":705,""width"":82,""height"":102}","{""Types"":""REye""}"
28,image985.jpg,1608396,{},4,2,"{""name"":""rect"",""x"":1489,""y"":1222,""width"":263,""height"":148}","{""Types"":""Muzzle""}"
29,image985.jpg,1608396,{},4,3,"{""name"":""rect"",""x"":1531,""y"":487,""width"":161,""height"":56}","{""Types"":""Forehead""}"
34,image1887.jpg,1677483,{},4,0,"{""name"":""rect"",""x"":1324,""y"":797,""width"":92,""height"":96}","{""Types"":""LEye""}"
35,image1887.jpg,1677483,{},4,1,"{""name"":""rect"",""x"":1775,""y"":738,""width"":92,""height"":119}","{""Types"":""REye""}"
36,image1887.jpg,1677483,{},4,2,"{""name"":""rect"",""x"":1502,""y"":1271,""width"":283,""height"":151}","{""Types"":""Muzzle""}"
37,image1887.jpg,1677483,{},4,3,"{""name"":""rect"",""x"":1462,""y"":543,""width"":207,""height"":63}","{""Types"":""Forehead""}"
38,image2039.jpg,1643187,{},4,0,"{""name"":""rect"",""x"":1551,""y"":958,""width"":92,""height"":102}","{""Types"":""LEye""}"
39,image2039.jpg,1643187,{},4,1,"{""name"":""rect"",""x"":2009,""y"":906,""width"":72,""height"":119}","{""Types"":""REye""}"
40,image2039.jpg,1643187,{},4,2,"{""name"":""rect"",""x"":1749,""y"":1426,""width"":267,""height"":158}","{""Types"":""Muzzle""}"
41,image2039.jpg,1643187,{},4,3,"{""name"":""rect"",""x"":1686,""y"":698,""width"":221,""height"":72}","{""Types"":""Forehead""}"
42,image2259.jpg,1625244,{},4,0,"{""name"":""rect"",""x"":1696,""y"":975,""width"":115,""height"":115}","{""Types"":""LEye""}"
43,image2259.jpg,1625244,{},4,1,"{""name"":""rect"",""x"":2127,""y"":922,""width"":76,""height"":102}","{""Types"":""REye""}"
