,filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0,image75.jpg,1752281,{},4,0,"{""name"":""rect"",""x"":1742,""y"":684,""width"":83,""height"":68}","{""Types"":""LEye""}"
1,image75.jpg,1752281,{},4,1,"{""name"":""rect"",""x"":2237,""y"":643,""width"":49,""height"":102}","{""Types"":""REye""}"
2,image75.jpg,1752281,{},4,2,"{""name"":""rect"",""x"":2003,""y"":1194,""width"":234,""height"":151}","{""Types"":""Muzzle""}"
3,image75.jpg,1752281,{},4,3,"{""name"":""rect"",""x"":1894,""y"":359,""width"":193,""height"":72}","{""Types"":""Forehead""}"
4,image89.jpg,1726702,{},4,0,"{""name"":""rect"",""x"":1750,""y"":552,""width"":102,""height"":98}","{""Types"":""LEye""}"
5,image89.jpg,1726702,{},4,1,"{""name"":""rect"",""x"":2249,""y"":544,""width"":57,""height"":94}","{""Types"":""REye""}"
6,image89.jpg,1726702,{},4,2,"{""name"":""rect"",""x"":2022,""y"":1047,""width"":246,""height"":163}","{""Types"":""Muzzle""}"
7,image89.jpg,1726702,{},4,3,"{""name"":""rect"",""x"":1912,""y"":238,""width"":204,""height"":72}","{""Types"":""Forehead""}"
8,image138.jpg,1674170,{},4,0,"{""name"":""rect"",""x"":2268,""y"":571,""width"":64,""height"":87}","{""Types"":""REye""}"
9,image138.jpg,1674170,{},4,1,"{""name"":""rect"",""x"":1784,""y"":601,""width"":98,""height"":68}","{""Types"":""LEye""}"
10,image138.jpg,1674170,{},4,2,"{""name"":""rect"",""x"":2060,""y"":1032,""width"":219,""height"":151}","{""Types"":""Muzzle""}"
11,image138.jpg,1674170,{},4,3,"{""name"":""rect"",""x"":1928,""y"":306,""width"":212,""height"":83}","{""Types"":""Forehead""}"
12,image236.jpg,1776725,{},4,0,"{""name"":""rect"",""x"":1731,""y"":756,""width"":94,""height"":87}","{""Types"":""LEye""}"
13,image236.jpg,1776725,{},4,1,"{""name"":""rect"",""x"":2222,""y"":748,""width"":64,""height"":72}","{""Types"":""REye""}"
14,image236.jpg,1776725,{},4,2,"{""name"":""rect"",""x"":1958,""y"":1202,""width"":227,""height"":155}","{""Types"":""Muzzle""}"
15,image236.jpg,1776725,{},4,3,"{""name"":""rect"",""x"":1875,""y"":480,""width"":242,""height"":76}","{""Types"":""Forehead""}"
16,image322.jpg,1726125,{},4,0,"{""name"":""rect"",""x"":1697,""y"":824,""width"":98,""height"":91}","{""Types"":""LEye""}"
17,image322.jpg,1726125,{},4,1,"{""name"":""rect"",""x"":2211,""y"":824,""width"":83,""height"":91}","{""Types"":""REye""}"
18,image322.jpg,1726125,{},4,2,"{""name"":""rect"",""x"":1931,""y"":1285,""width"":265,""height"":181}","{""Types"":""Muzzle""}"
19,image322.jpg,1726125,{},4,3,"{""name"":""rect"",""x"":1875,""y"":574,""width"":227,""height"":94}","{""Types"":""Forehead""}"
20,image459.jpg,1730102,{},4,0,"{""name"":""rect"",""x"":1523,""y"":873,""width"":91,""height"":76}","{""Types"":""LEye""}"
21,image459.jpg,1730102,{},4,1,"{""name"":""rect"",""x"":2049,""y"":881,""width"":87,""height"":68}","{""Types"":""REye""}"
22,image459.jpg,1730102,{},4,2,"{""name"":""rect"",""x"":1739,""y"":1368,""width"":249,""height"":189}","{""Types"":""Muzzle""}"
23,image459.jpg,1730102,{},4,3,"{""name"":""rect"",""x"":1712,""y"":597,""width"":227,""height"":87}","{""Types"":""Forehead""}"
